GEO.id,GEO.id2,GEO.display-label,HC01_EST_VC01,HC01_MOE_VC01,HC02_EST_VC01,HC02_MOE_VC01,HC03_EST_VC01,HC03_MOE_VC01,HC04_EST_VC01,HC04_MOE_VC01,HC01_EST_VC02,HC01_MOE_VC02,HC02_EST_VC02,HC02_MOE_VC02,HC03_EST_VC02,HC03_MOE_VC02,HC04_EST_VC02,HC04_MOE_VC02,HC01_EST_VC03,HC01_MOE_VC03,HC02_EST_VC03,HC02_MOE_VC03,HC03_EST_VC03,HC03_MOE_VC03,HC04_EST_VC03,HC04_MOE_VC03,HC01_EST_VC04,HC01_MOE_VC04,HC02_EST_VC04,HC02_MOE_VC04,HC03_EST_VC04,HC03_MOE_VC04,HC04_EST_VC04,HC04_MOE_VC04,HC01_EST_VC05,HC01_MOE_VC05,HC02_EST_VC05,HC02_MOE_VC05,HC03_EST_VC05,HC03_MOE_VC05,HC04_EST_VC05,HC04_MOE_VC05,HC01_EST_VC06,HC01_MOE_VC06,HC02_EST_VC06,HC02_MOE_VC06,HC03_EST_VC06,HC03_MOE_VC06,HC04_EST_VC06,HC04_MOE_VC06,HC01_EST_VC07,HC01_MOE_VC07,HC02_EST_VC07,HC02_MOE_VC07,HC03_EST_VC07,HC03_MOE_VC07,HC04_EST_VC07,HC04_MOE_VC07,HC01_EST_VC08,HC01_MOE_VC08,HC02_EST_VC08,HC02_MOE_VC08,HC03_EST_VC08,HC03_MOE_VC08,HC04_EST_VC08,HC04_MOE_VC08,HC01_EST_VC09,HC01_MOE_VC09,HC02_EST_VC09,HC02_MOE_VC09,HC03_EST_VC09,HC03_MOE_VC09,HC04_EST_VC09,HC04_MOE_VC09,HC01_EST_VC10,HC01_MOE_VC10,HC02_EST_VC10,HC02_MOE_VC10,HC03_EST_VC10,HC03_MOE_VC10,HC04_EST_VC10,HC04_MOE_VC10,HC01_EST_VC11,HC01_MOE_VC11,HC02_EST_VC11,HC02_MOE_VC11,HC03_EST_VC11,HC03_MOE_VC11,HC04_EST_VC11,HC04_MOE_VC11,HC01_EST_VC13,HC01_MOE_VC13,HC02_EST_VC13,HC02_MOE_VC13,HC03_EST_VC13,HC03_MOE_VC13,HC04_EST_VC13,HC04_MOE_VC13,HC01_EST_VC15,HC01_MOE_VC15,HC02_EST_VC15,HC02_MOE_VC15,HC03_EST_VC15,HC03_MOE_VC15,HC04_EST_VC15,HC04_MOE_VC15,HC01_EST_VC18,HC01_MOE_VC18,HC02_EST_VC18,HC02_MOE_VC18,HC03_EST_VC18,HC03_MOE_VC18,HC04_EST_VC18,HC04_MOE_VC18,HC01_EST_VC19,HC01_MOE_VC19,HC02_EST_VC19,HC02_MOE_VC19,HC03_EST_VC19,HC03_MOE_VC19,HC04_EST_VC19,HC04_MOE_VC19,HC01_EST_VC20,HC01_MOE_VC20,HC02_EST_VC20,HC02_MOE_VC20,HC03_EST_VC20,HC03_MOE_VC20,HC04_EST_VC20,HC04_MOE_VC20
0600000US4207552488,4207552488,"Myerstown borough, Lebanon County, Pennsylvania",1121,87,828,73,601,89,293,91,4.6,3.1,5.0,4.7,1.7,2.6,12.6,10.0,3.1,2.3,0.8,1.4,0.0,4.1,11.9,8.9,7.0,3.6,4.8,3.2,0.8,1.3,20.1,11.1,8.7,3.5,7.1,4.2,6.3,4.0,8.5,7.7,26.0,7.1,20.4,7.7,18.6,7.9,27.6,13.1,28.7,6.6,39.1,9.8,42.4,10.7,10.9,10.0,10.5,4.5,8.9,4.8,12.3,6.3,3.4,5.3,10.7,5.5,12.8,6.9,16.5,9.1,4.8,5.7,0.7,1.1,1.0,1.5,1.3,2.2,0.0,8.2,0.0,2.2,0.0,3.0,0.0,4.1,0.0,8.2,52083,11409,56231,3397,61090,6119,32841,16251,55200,5009,59611,5420,N,N,34561,7616,39.8,(X),(X),(X),(X),(X),(X),(X),(X),(X),44.0,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),28.0,(X)
0600000US4207554720,4207554720,"North Annville township, Lebanon County, Pennsylvania",932,58,701,63,628,70,231,58,2.9,3.0,0.9,1.4,0.0,3.9,9.1,10.6,2.7,2.2,1.4,2.3,1.6,2.5,6.5,6.1,7.6,3.5,2.0,1.8,1.6,1.7,24.7,11.7,10.0,4.6,9.7,4.9,7.8,4.0,10.8,10.4,10.5,3.0,8.8,3.5,8.3,3.8,15.6,9.7,26.3,7.1,27.2,7.7,28.7,7.7,23.4,13.0,17.3,5.2,23.0,6.6,22.8,7.1,0.0,10.2,17.6,5.1,20.1,6.3,21.7,6.7,10.0,6.7,3.4,1.9,4.6,2.6,5.1,2.9,0.0,10.2,1.7,1.6,2.3,2.1,2.5,2.4,0.0,10.2,63333,7839,74940,11017,80278,10017,32202,16318,75377,10878,86536,14107,N,N,41512,8861,35.2,(X),(X),(X),(X),(X),(X),(X),(X),(X),34.7,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),36.8,(X)
0600000US4207554928,4207554928,"North Cornwall township, Lebanon County, Pennsylvania",2832,144,1974,136,1533,140,858,138,4.4,1.8,3.3,2.2,0.0,1.6,11.3,5.3,2.5,1.5,1.9,1.6,1.6,1.7,3.7,3.2,5.7,2.1,4.6,2.6,0.5,0.7,10.6,4.8,8.5,2.8,4.1,2.1,3.3,2.2,16.1,5.3,15.7,3.7,12.9,3.9,12.1,4.7,19.9,8.2,22.2,4.4,24.5,5.4,25.1,6.1,16.0,6.8,16.0,3.4,19.0,4.1,20.8,4.7,11.1,5.8,15.2,3.4,18.2,4.5,22.7,5.5,5.6,4.8,4.7,2.0,5.4,2.4,6.4,2.9,3.1,2.8,5.0,2.2,6.1,2.6,7.6,3.2,2.6,3.9,63827,3329,72418,6447,80347,7948,41875,5712,82748,7455,93053,9247,N,N,55636,12391,36.3,(X),(X),(X),(X),(X),(X),(X),(X),(X),33.9,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),41.6,(X)
0600000US4207555160,4207555160,"North Lebanon township, Lebanon County, Pennsylvania",4595,185,3695,175,2920,214,900,188,2.4,2.1,4.8,3.5,0.9,1.0,1.9,2.9,2.8,1.9,1.0,1.2,0.4,0.6,10.2,7.0,5.8,2.2,3.0,1.8,3.4,2.1,17.0,8.1,9.3,3.7,7.0,3.5,7.1,4.1,20.4,10.6,17.6,3.8,16.8,4.1,14.1,4.2,18.3,7.7,23.5,4.5,23.1,4.7,22.6,4.8,22.6,10.9,16.6,3.5,18.1,4.1,19.2,4.5,6.8,4.9,15.4,3.2,18.3,3.9,22.2,5.0,1.3,2.4,4.2,2.2,5.2,2.7,6.5,3.3,0.0,2.7,2.5,1.5,2.7,1.8,3.5,2.2,1.4,2.3,60595,4902,68351,5072,76221,7276,35118,3113,75518,6604,81353,8045,N,N,42143,6591,30.7,(X),(X),(X),(X),(X),(X),(X),(X),(X),31.0,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),25.0,(X)
0600000US4207555176,4207555176,"North Londonderry township, Lebanon County, Pennsylvania",3438,157,2393,145,2061,155,1045,161,2.7,1.5,1.3,1.4,0.7,1.2,6.0,3.8,4.7,2.1,1.2,1.3,1.4,1.6,12.7,6.4,5.2,2.5,1.8,1.6,2.0,1.8,13.0,7.3,7.8,3.4,5.4,3.5,2.8,2.2,14.5,8.0,16.4,4.5,11.7,3.8,10.8,3.9,28.8,11.3,18.7,4.2,22.7,5.6,22.6,5.4,8.2,5.4,15.0,4.1,18.6,5.1,18.2,5.4,8.2,5.5,20.0,4.7,25.7,6.4,27.9,7.2,5.6,4.5,6.8,2.5,8.5,3.4,9.8,3.9,2.9,3.5,2.6,1.4,3.1,1.8,3.6,2.1,0.0,2.4,67825,6679,82088,7104,86055,8505,37292,8773,80909,5949,94823,7461,N,N,44983,6239,30.0,(X),(X),(X),(X),(X),(X),(X),(X),(X),29.8,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),30.4,(X)
0600000US4207557720,4207557720,"Palmyra borough, Lebanon County, Pennsylvania",3316,142,1830,131,1434,142,1486,202,5.9,2.5,2.5,1.8,1.4,1.6,10.7,5.1,2.7,1.2,0.0,1.4,0.0,1.7,5.5,2.8,13.1,3.4,5.1,2.9,3.6,3.0,23.7,6.2,12.5,3.6,8.7,3.4,5.5,2.8,19.0,6.6,15.1,3.6,20.7,6.3,20.0,6.4,10.4,4.5,25.1,4.5,26.5,6.1,24.4,6.9,21.1,6.7,14.2,3.6,19.9,5.5,24.3,6.9,4.8,2.9,7.6,2.6,11.9,4.1,15.2,5.2,2.2,1.8,1.9,1.1,2.8,1.8,3.1,2.0,1.2,1.4,1.9,1.5,2.0,1.9,2.5,2.4,1.3,2.2,50640,4854,62260,5960,69338,6390,30096,4112,62472,10065,70020,4918,N,N,50951,21496,29.4,(X),(X),(X),(X),(X),(X),(X),(X),(X),28.0,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),30.3,(X)
0600000US4207564560,4207564560,"Richland borough, Lebanon County, Pennsylvania",683,78,460,66,349,57,223,45,6.9,3.0,2.4,1.8,2.0,2.3,16.1,8.4,3.8,2.8,0.7,1.0,0.0,6.9,10.3,8.0,6.9,2.8,1.3,1.5,0.9,1.3,18.4,7.7,9.8,4.2,9.8,5.4,7.7,6.2,11.2,6.7,13.2,3.8,16.7,5.5,16.6,6.7,5.8,4.9,29.3,6.8,31.5,7.9,29.8,8.4,24.7,12.0,20.8,6.0,25.0,8.0,29.8,9.8,10.8,8.5,6.7,3.4,9.3,5.0,12.3,6.6,1.3,2.5,2.6,2.4,3.3,3.6,0.9,1.7,1.3,2.0,0.0,3.6,0.0,5.3,0.0,6.9,0.0,10.6,56076,3391,61333,15273,70885,6763,30313,10714,59017,4573,67774,5822,N,N,39235,6681,44.7,(X),(X),(X),(X),(X),(X),(X),(X),(X),48.7,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),35.0,(X)
0600000US4207571928,4207571928,"South Annville township, Lebanon County, Pennsylvania",1073,59,830,53,722,49,243,66,2.4,1.9,1.9,2.0,1.0,1.4,4.1,4.2,2.7,2.0,2.8,1.9,0.6,0.8,4.5,7.1,9.2,3.5,4.3,2.5,3.7,2.7,23.9,11.9,6.7,3.2,5.5,3.3,4.3,2.9,10.7,8.8,18.5,4.4,18.0,5.5,16.9,5.4,21.8,10.3,20.3,4.5,20.7,4.5,20.5,5.0,19.3,10.2,20.0,5.4,22.0,6.2,24.7,6.9,11.5,11.2,13.3,3.4,17.8,4.3,20.5,4.8,0.0,9.8,4.7,2.1,5.4,2.8,6.2,3.2,0.0,9.8,2.1,1.3,1.4,1.4,1.7,1.6,4.1,4.6,59583,8038,66923,9543,79500,11489,40057,9453,72704,6639,75916,5072,N,N,59967,25524,40.5,(X),(X),(X),(X),(X),(X),(X),(X),(X),38.2,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),46.5,(X)
0600000US4207572288,4207572288,"South Lebanon township, Lebanon County, Pennsylvania",3398,162,2549,131,2003,145,849,151,3.3,1.4,1.5,1.1,0.3,0.5,8.7,4.7,1.9,1.2,0.3,0.4,0.3,0.5,6.8,4.5,6.3,2.5,3.8,2.5,0.9,0.8,14.0,5.9,9.4,2.4,8.3,2.3,8.9,3.0,13.7,6.1,14.3,2.9,11.3,3.0,9.5,3.3,24.3,7.4,24.1,4.0,27.6,4.9,27.0,5.5,17.8,7.0,18.4,3.1,21.3,4.0,23.5,4.6,8.6,4.8,16.0,3.6,17.7,4.7,18.9,5.5,5.7,3.7,3.1,1.5,4.0,2.0,5.1,2.5,0.5,0.7,3.2,1.6,4.2,2.2,5.4,2.8,0.0,2.9,64130,4031,71016,6077,78849,5790,38404,3441,74206,4512,83134,5879,N,N,43568,5128,32.6,(X),(X),(X),(X),(X),(X),(X),(X),(X),32.3,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),31.8,(X)
0600000US4207572296,4207572296,"South Londonderry township, Lebanon County, Pennsylvania",2603,167,1993,155,1731,160,610,180,1.5,1.4,0.6,0.9,0.0,1.4,6.6,5.6,2.2,1.7,0.5,0.8,0.6,1.0,7.5,6.8,4.9,3.8,2.8,2.6,3.2,3.0,11.8,13.2,13.8,4.3,8.7,5.0,7.9,4.9,30.2,13.1,11.5,4.5,13.6,5.3,10.7,5.0,6.1,4.8,25.4,6.2,26.7,7.4,28.0,7.4,23.3,12.6,9.8,3.5,10.0,3.7,9.1,3.7,9.2,10.4,17.5,4.7,20.3,5.7,21.0,6.1,3.3,4.1,8.4,3.4,10.3,4.4,11.8,5.1,2.1,3.4,5.1,2.5,6.6,3.2,7.6,3.7,0.0,4.0,66205,5098,72793,7304,74693,13408,29679,10466,89574,10090,102143,11932,N,N,44122,10349,35.7,(X),(X),(X),(X),(X),(X),(X),(X),(X),34.0,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),41.3,(X)
0600000US4207575680,4207575680,"Swatara township, Lebanon County, Pennsylvania",1678,122,1325,107,958,109,353,119,0.4,0.6,3.2,3.7,0.6,1.1,0.0,6.8,2.3,2.1,1.4,1.9,1.9,2.7,5.9,6.7,12.3,4.5,5.6,3.5,4.9,4.3,37.7,17.3,7.0,2.9,8.5,4.0,4.1,4.3,9.9,9.0,18.7,6.3,16.5,7.1,13.9,6.6,18.4,14.2,27.9,7.3,27.9,8.4,28.0,9.0,28.0,18.9,14.4,5.6,17.6,6.0,19.8,6.6,0.0,6.8,12.6,5.5,13.8,6.4,19.1,8.6,0.0,6.8,2.8,3.1,3.5,3.9,4.9,5.4,0.0,6.8,1.6,1.3,2.0,1.7,2.8,2.3,0.0,6.8,54960,11937,65469,6793,72083,11833,33641,18705,65795,5774,69936,7399,N,N,35924,6107,44.8,(X),(X),(X),(X),(X),(X),(X),(X),(X),47.2,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),36.0,(X)
0600000US4207578376,4207578376,"Union township, Lebanon County, Pennsylvania",1243,85,880,70,764,72,363,86,1.9,1.7,0.7,1.0,0.0,3.2,6.3,5.7,1.9,1.7,0.9,1.3,0.0,3.2,4.4,4.8,9.3,4.0,7.3,4.1,7.3,4.4,14.3,10.3,9.0,3.8,4.4,2.5,3.3,2.2,20.1,11.0,17.8,5.6,16.4,6.1,15.1,6.0,25.3,14.9,20.5,6.2,22.3,7.4,21.7,8.0,13.8,9.7,20.3,5.6,22.6,7.4,24.0,8.2,12.9,10.6,17.1,5.2,22.3,6.8,25.0,7.5,2.8,4.4,1.9,1.8,2.7,2.5,3.1,2.9,0.0,6.7,0.3,0.6,0.5,0.8,0.5,1.0,0.0,6.7,63750,6211,73534,7955,77381,6793,38281,5770,67915,4911,76262,6290,N,N,43110,7694,33.1,(X),(X),(X),(X),(X),(X),(X),(X),(X),29.3,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),42.1,(X)
0600000US4207582752,4207582752,"West Cornwall township, Lebanon County, Pennsylvania",832,68,618,63,498,60,214,55,3.1,3.1,0.8,1.2,1.0,1.5,9.8,11.4,3.1,2.4,3.6,2.8,2.0,2.2,5.1,5.4,8.1,3.6,8.4,4.5,5.8,4.4,7.0,6.3,9.5,4.1,5.0,3.3,6.2,4.0,22.4,12.2,14.4,4.7,16.7,5.7,13.7,5.6,10.7,7.9,22.8,7.2,19.6,8.0,23.5,9.4,30.8,17.7,17.2,5.0,19.6,6.0,19.3,6.4,9.8,10.5,15.1,4.7,18.3,5.5,18.5,6.6,1.9,3.7,2.0,2.2,2.8,3.0,3.4,3.7,0.0,11.0,4.6,2.9,5.3,3.6,6.6,4.5,2.3,3.4,57452,9218,66528,11211,70714,12291,38750,26953,75211,8197,81862,9511,N,N,50197,14262,41.0,(X),(X),(X),(X),(X),(X),(X),(X),(X),37.1,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),52.3,(X)
0600000US4207583312,4207583312,"West Lebanon township, Lebanon County, Pennsylvania",355,47,222,36,176,36,133,35,0.6,0.9,0.0,10.6,0.0,13.2,1.5,2.5,3.9,3.8,2.3,4.6,0.0,13.2,6.8,6.2,11.0,6.1,12.2,9.5,3.4,3.9,14.3,9.5,12.1,5.0,2.7,3.0,1.7,2.6,27.8,11.7,29.6,9.1,22.1,8.8,23.9,10.3,36.8,15.1,23.9,7.8,34.7,11.3,38.1,12.3,8.3,7.7,9.0,4.1,12.2,5.9,15.3,7.4,3.0,3.9,8.7,4.5,12.2,6.4,15.3,8.0,1.5,2.8,1.1,1.8,1.8,2.9,2.3,3.6,0.0,17.1,0.0,6.8,0.0,10.6,0.0,13.2,0.0,17.1,46116,3187,58929,13736,68333,11242,34583,9388,54033,5246,62451,7405,N,N,37353,4905,39.4,(X),(X),(X),(X),(X),(X),(X),(X),(X),47.3,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),26.3,(X)
0600000US4207700660,4207700660,"Alburtis borough, Lehigh County, Pennsylvania",853,74,662,73,505,70,191,53,0.0,2.9,0.0,3.7,0.0,4.8,0.0,12.2,1.1,1.1,1.4,1.5,0.8,1.3,0.0,12.2,7.7,3.5,5.6,3.4,5.3,4.0,18.3,10.4,8.7,3.6,5.6,3.4,4.6,4.2,19.4,10.2,12.3,6.0,11.0,7.0,5.7,4.2,13.6,9.6,21.2,6.3,22.7,7.5,21.8,7.7,21.5,10.2,21.3,5.1,27.2,6.7,27.9,7.0,13.6,7.6,25.3,6.9,23.6,7.7,29.9,10.0,13.6,13.1,1.5,1.5,2.0,1.9,2.6,2.5,0.0,12.2,0.8,1.2,1.1,1.5,1.4,2.0,0.0,12.2,73882,7335,78750,8181,83750,6131,48750,19853,75064,4923,78171,5283,N,N,56573,11055,14.2,(X),(X),(X),(X),(X),(X),(X),(X),(X),16.3,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),6.8,(X)
0600000US4207702000,4207702000,"Allentown city, Lehigh County, Pennsylvania",41537,716,26128,618,13928,597,15409,655,11.8,1.1,10.1,1.4,2.6,0.8,18.4,2.3,8.3,0.9,5.8,1.1,3.0,1.0,13.3,1.9,14.3,1.1,12.7,1.3,6.2,1.3,18.0,1.9,13.7,1.0,14.2,1.3,10.6,1.7,13.2,1.8,15.4,1.2,14.4,1.5,16.6,2.0,15.8,2.1,17.9,1.3,20.7,1.5,25.1,1.8,13.0,2.0,9.7,1.0,11.3,1.3,18.2,2.2,4.5,1.0,6.6,0.8,8.0,1.2,12.6,1.9,3.2,1.0,1.3,0.4,1.7,0.5,2.8,0.9,0.2,0.2,1.0,0.2,1.2,0.3,2.3,0.6,0.5,0.4,36578,1376,41808,1928,59118,3087,25240,1504,47249,1227,52178,1689,69242,2613,34418,1782,40.4,(X),(X),(X),(X),(X),(X),(X),(X),(X),43.6,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),31.0,(X)
0600000US4207706088,4207706088,"Bethlehem city, Lehigh County, Pennsylvania",8656,271,4783,188,3407,251,3873,275,7.5,1.9,6.0,2.6,1.5,1.8,10.5,3.7,5.9,1.8,2.6,1.8,0.7,0.6,10.5,3.3,11.9,2.0,5.8,2.1,5.8,2.6,19.2,3.4,12.4,2.6,10.2,3.4,6.5,2.3,15.4,3.9,13.9,2.4,13.7,3.4,13.3,4.2,14.5,3.1,19.2,2.3,21.6,3.4,21.1,4.1,15.6,3.5,12.8,2.2,17.2,3.2,20.0,4.3,6.8,2.6,12.0,2.1,16.9,3.3,22.5,4.5,5.6,2.0,2.5,1.1,3.4,1.5,4.7,2.1,1.4,1.1,1.8,0.7,2.7,1.1,3.8,1.5,0.6,0.5,48060,3085,63844,4520,76096,6047,31057,2932,59043,2724,71761,3468,N,N,42158,3787,26.6,(X),(X),(X),(X),(X),(X),(X),(X),(X),27.9,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),24.4,(X)
0600000US4207711720,4207711720,"Catasauqua borough, Lehigh County, Pennsylvania",2545,222,1645,120,1182,156,900,251,9.0,5.7,5.0,5.4,4.9,7.3,16.2,11.3,5.3,3.1,0.0,1.5,0.0,2.1,14.9,7.8,9.4,4.1,8.8,4.6,7.5,5.4,13.8,8.4,6.4,3.5,2.7,3.1,1.6,2.4,13.2,7.9,16.8,5.9,19.5,9.2,16.1,9.0,16.2,7.8,22.9,6.8,28.3,8.8,26.3,9.8,12.1,7.8,20.1,6.4,21.9,7.8,24.5,10.1,9.8,8.5,7.9,3.9,10.2,5.5,14.2,7.5,3.8,5.8,1.6,1.6,2.4,2.5,3.4,3.4,0.0,2.7,0.7,1.1,1.0,1.7,1.4,2.3,0.0,2.7,51458,6930,60436,5318,73208,14821,30067,12146,57674,6736,66991,7088,N,N,36432,9452,28.1,(X),(X),(X),(X),(X),(X),(X),(X),(X),30.8,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),23.3,(X)
0600000US4207716056,4207716056,"Coopersburg borough, Lehigh County, Pennsylvania",890,66,535,53,452,59,355,56,4.3,3.5,0.0,4.6,0.0,5.4,10.7,8.5,5.2,3.2,0.9,1.4,0.0,5.4,13.0,8.2,10.0,3.3,2.6,2.2,2.0,2.1,21.1,7.8,13.9,4.8,11.8,6.4,9.3,4.4,17.2,7.1,14.7,5.2,13.1,5.1,15.5,5.9,17.2,10.0,22.9,5.8,30.5,8.8,28.3,9.4,10.1,5.4,13.6,5.3,16.4,6.8,18.4,7.7,9.3,7.6,10.7,4.2,17.8,6.9,18.4,7.9,0.0,6.8,1.3,1.3,1.3,1.8,1.5,2.2,1.4,2.1,3.4,1.9,5.6,3.0,6.6,3.6,0.0,6.8,52237,9666,70040,4446,71500,7365,28250,5839,72748,15910,96426,26314,N,N,35852,6024,25.2,(X),(X),(X),(X),(X),(X),(X),(X),(X),26.0,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),23.9,(X)
0600000US4207716128,4207716128,"Coplay borough, Lehigh County, Pennsylvania",1431,105,891,70,626,100,540,120,7.1,4.2,1.5,1.8,1.0,1.4,16.3,10.8,4.6,2.6,3.7,3.0,2.9,3.3,7.4,5.6,13.8,5.1,13.7,6.9,7.5,6.8,22.4,10.0,13.3,4.3,6.8,4.2,7.2,5.1,18.7,9.1,17.0,5.9,16.4,6.6,18.7,7.8,16.9,9.2,20.1,5.9,21.2,7.8,26.0,11.0,14.8,9.5,10.0,3.8,13.9,5.8,8.6,4.7,3.5,3.8,10.3,4.0,16.6,6.3,23.6,8.8,0.0,4.5,3.8,3.3,6.2,5.2,4.5,4.2,0.0,4.5,0.0,1.7,0.0,2.8,0.0,3.9,0.0,4.5,42344,9327,58103,7408,58723,8297,26641,5536,54732,5535,67681,7718,N,N,31095,5400,27.0,(X),(X),(X),(X),(X),(X),(X),(X),(X),26.9,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),25.7,(X)
0600000US4207723584,4207723584,"Emmaus borough, Lehigh County, Pennsylvania",4883,228,3058,177,2302,192,1825,286,4.3,2.3,3.0,2.6,0.5,0.8,6.5,4.9,4.6,1.8,0.9,1.1,0.4,0.6,10.8,4.7,8.7,3.0,4.4,2.9,3.0,2.0,15.9,5.8,6.6,1.8,5.3,2.2,3.8,2.4,9.6,4.1,18.8,3.8,17.2,4.7,12.8,4.5,24.0,6.3,25.4,4.5,27.1,6.0,28.7,6.4,21.4,6.4,16.4,3.3,20.4,4.5,22.9,5.5,8.4,4.6,8.7,2.2,13.0,3.4,16.4,4.4,1.6,1.8,5.1,2.2,6.5,3.1,8.6,3.9,1.8,2.1,1.4,1.1,2.2,1.8,2.9,2.4,0.0,1.4,55929,4600,69324,4269,77500,10352,39555,4474,65394,3982,77633,5826,N,N,42987,4985,17.6,(X),(X),(X),(X),(X),(X),(X),(X),(X),18.1,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),15.7,(X)
0600000US4207727008,4207727008,"Fountain Hill borough, Lehigh County, Pennsylvania",1990,123,1042,91,687,111,948,147,6.6,3.1,6.8,4.7,2.3,3.3,8.9,5.9,6.8,3.3,4.2,4.1,3.1,3.6,7.1,4.0,13.0,4.4,6.3,5.4,4.8,6.1,22.0,7.8,11.8,4.5,6.3,4.4,7.3,5.7,17.7,9.6,19.3,5.8,16.5,6.7,5.2,4.3,20.6,8.6,20.5,5.5,23.2,7.8,26.5,10.2,17.4,7.3,10.2,3.6,16.9,6.3,22.7,8.7,2.8,2.4,8.9,3.5,16.2,6.8,22.9,9.1,1.6,1.8,1.3,1.3,2.4,2.5,3.6,3.8,0.0,2.6,1.8,1.5,1.1,1.6,1.6,2.4,1.9,2.2,45617,4224,57660,8059,79792,16699,31167,3781,60193,12209,65256,7096,N,N,53168,23808,30.4,(X),(X),(X),(X),(X),(X),(X),(X),(X),36.4,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),23.2,(X)
0600000US4207732400,4207732400,"Hanover township, Lehigh County, Pennsylvania",758,48,453,62,317,53,305,54,4.7,3.1,5.1,4.7,2.8,2.5,4.3,3.5,8.2,4.9,6.4,7.1,0.9,1.5,10.8,6.0,12.0,3.0,6.6,3.6,2.5,2.1,20.0,6.1,6.2,2.5,4.0,2.6,4.7,3.5,9.5,5.0,18.9,5.0,20.8,6.8,24.3,7.7,18.7,7.3,25.2,5.7,30.7,8.5,32.2,10.0,17.4,7.1,9.8,3.9,7.9,4.2,10.4,5.4,10.2,6.9,12.4,3.7,14.1,4.8,15.8,6.0,9.2,8.2,1.1,0.9,1.8,1.5,2.5,2.1,0.0,7.9,1.6,1.4,2.6,2.3,3.8,3.3,0.0,7.9,50000,7328,58098,6152,61492,2432,40625,8783,56842,4899,63291,7175,N,N,45730,6888,28.8,(X),(X),(X),(X),(X),(X),(X),(X),(X),37.3,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),15.1,(X)
0600000US4207733616,4207733616,"Heidelberg township, Lehigh County, Pennsylvania",1291,101,982,113,854,103,309,99,1.2,1.8,0.0,2.5,0.0,2.9,4.9,7.6,3.1,2.8,0.0,2.5,0.0,2.9,12.9,11.1,8.6,4.2,5.1,4.3,2.8,3.1,19.7,14.1,4.0,3.6,1.3,1.7,1.5,2.0,12.6,13.0,14.2,4.9,16.8,5.7,15.9,5.9,5.8,6.5,25.7,8.3,27.1,8.7,26.2,9.3,21.4,14.7,14.6,4.8,18.0,6.3,17.1,7.0,5.2,5.9,21.5,6.5,22.7,6.9,26.1,7.4,17.5,14.7,4.9,3.3,6.4,4.4,7.4,5.0,0.0,7.8,2.3,2.3,2.5,2.9,2.9,3.4,0.0,7.8,62994,7290,72031,14921,80139,22446,27468,33505,75863,7299,83333,8624,N,N,50119,15280,19.0,(X),(X),(X),(X),(X),(X),(X),(X),(X),16.8,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),25.9,(X)
0600000US4207744952,4207744952,"Lower Macungie township, Lehigh County, Pennsylvania",11894,259,8811,282,7660,289,3083,335,3.1,1.3,1.6,0.9,0.9,0.9,8.0,4.2,1.7,0.9,0.7,0.6,0.6,0.5,4.8,3.1,6.5,1.5,2.8,1.2,1.9,1.3,17.2,4.7,7.7,1.9,5.1,1.8,4.5,1.9,17.1,5.3,11.4,2.2,12.0,2.6,11.4,2.8,10.0,3.8,16.5,2.5,14.5,2.7,12.1,2.5,20.1,5.7,14.9,2.5,17.7,3.1,17.5,3.1,9.2,4.4,20.7,2.8,23.4,3.3,26.1,3.7,10.4,4.2,8.0,1.3,10.4,1.8,11.8,1.9,0.9,0.9,9.3,1.2,11.8,1.5,13.2,1.8,2.2,1.6,80659,5073,93614,4642,101434,4953,40816,12587,99285,3923,113631,5283,N,N,55821,6552,23.1,(X),(X),(X),(X),(X),(X),(X),(X),(X),23.1,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),23.1,(X)
